cell_id,event_id,event_date,lat,lon,bmc_ward_code,rainfall_24h_mm,antecedent_rainfall_3d_mm,antecedent_rainfall_7d_mm,peak_hourly_rainfall_mm,elevation_mean_m,slope_mean_deg,builtup_fraction,water_fraction,vegetation_fraction,dist_to_water_m,dist_to_drainage_m,flood_area_m2,flood_fraction,observed_flooded
CELL_0619,EV_2023_07_29,2023-07-29,19.176535,72.836395,P/S,140.5,88.0,165.0,28.0,16.37,2.76,0.356,0.0,0.31,2398.5,2398.5,11900.0,0.0476,0
CELL_0620,EV_2023_07_29,2023-07-29,19.181051,72.836336,P/N,140.5,88.0,165.0,28.0,17.27,2.82,0.352,0.0,0.336,1913.5,1913.5,11750.0,0.047,0
CELL_0621,EV_2023_07_29,2023-07-29,19.185567,72.836277,P/N,140.5,88.0,165.0,28.0,17.04,2.58,0.352,0.0,0.336,1428.4,1428.4,11750.0,0.047,0
CELL_0622,EV_2023_07_29,2023-07-29,19.190082,72.836218,P/N,140.5,88.0,165.0,28.0,16.67,2.15,0.352,0.002,0.336,943.3,943.3,11750.0,0.047,0
CELL_0623,EV_2023_07_29,2023-07-29,19.194598,72.836159,P/N,140.5,88.0,165.0,28.0,15.72,1.35,0.352,0.025,0.336,458.3,458.3,31725.0,0.1269,1
CELL_0624,EV_2023_07_29,2023-07-29,19.199113,72.8361,P/N,140.5,88.0,165.0,28.0,8.49,0.4,0.646,0.219,0.336,26.8,26.8,82400.0,0.3296,1
CELL_0625,EV_2023_07_29,2023-07-29,19.203629,72.83604,R/S,140.5,88.0,165.0,28.0,17.62,1.61,0.337,0.019,0.377,511.9,511.9,28100.0,0.1124,1
CELL_0626,EV_2023_07_29,2023-07-29,19.208144,72.835981,R/S,140.5,88.0,165.0,28.0,18.65,2.42,0.337,0.002,0.201,997.0,997.0,11250.0,0.045,0
CELL_0627,EV_2023_07_29,2023-07-29,19.21266,72.835922,R/S,140.5,88.0,165.0,28.0,19.18,2.87,0.337,0.0,0.201,1482.0,1482.0,11250.0,0.045,0
CELL_0628,EV_2023_07_29,2023-07-29,19.217175,72.835863,R/C,140.5,88.0,165.0,28.0,22.48,3.84,0.314,0.0,0.254,1967.1,1967.1,10475.0,0.0419,0
CELL_0629,EV_2023_07_29,2023-07-29,19.221691,72.835804,R/C,140.5,88.0,165.0,28.0,22.84,4.0,0.314,0.0,0.254,2452.2,2452.2,10475.0,0.0419,0
CELL_0630,EV_2023_07_29,2023-07-29,19.226206,72.835745,R/C,140.5,88.0,165.0,28.0,23.07,3.96,0.314,0.0,0.254,2278.5,2278.5,10475.0,0.0419,0
CELL_0631,EV_2023_07_29,2023-07-29,19.230722,72.835686,R/C,140.5,88.0,165.0,28.0,23.22,3.75,0.314,0.0,0.254,1790.8,1790.8,10475.0,0.0419,0
CELL_0632,EV_2023_07_29,2023-07-29,19.235237,72.835627,R/C,140.5,88.0,165.0,28.0,23.3,3.38,0.314,0.0,0.254,1303.2,1303.2,10475.0,0.0419,0
CELL_0633,EV_2023_07_29,2023-07-29,19.239753,72.835567,R/C,140.5,88.0,165.0,28.0,23.16,2.68,0.314,0.004,0.254,815.7,815.7,10475.0,0.0419,0
CELL_0634,EV_2023_07_29,2023-07-29,19.244268,72.835508,R/C,140.5,88.0,165.0,28.0,21.98,1.41,0.314,0.048,0.254,328.1,328.1,38075.0,0.1523,1
CELL_0635,EV_2023_07_29,2023-07-29,19.248783,72.835449,R/C,140.5,88.0,165.0,28.0,20.49,0.76,0.314,0.113,0.254,159.5,159.5,47925.0,0.1917,1
CELL_0636,EV_2023_07_29,2023-07-29,19.253299,72.83539,UNKNOWN,140.5,88.0,165.0,28.0,17.24,1.39,0.39,0.01,0.16,647.0,647.0,21975.0,0.0879,1
CELL_0637,EV_2023_07_29,2023-07-29,19.257814,72.83533,UNKNOWN,140.5,88.0,165.0,28.0,18.22,1.89,0.39,0.001,0.16,1134.6,1134.6,13025.0,0.0521,1
CELL_0638,EV_2023_07_29,2023-07-29,19.26233,72.835271,UNKNOWN,140.5,88.0,165.0,28.0,18.84,2.17,0.39,0.0,0.16,1622.2,1622.2,13025.0,0.0521,1
CELL_0639,EV_2023_07_29,2023-07-29,18.923718,72.844416,UNKNOWN,140.5,88.0,165.0,28.0,35.47,2.5,0.39,0.0,0.16,8662.0,8662.0,13025.0,0.0521,1
CELL_0640,EV_2023_07_29,2023-07-29,18.928234,72.844358,UNKNOWN,140.5,88.0,165.0,28.0,35.06,2.5,0.39,0.0,0.16,8309.8,8309.8,13025.0,0.0521,1
CELL_0641,EV_2023_07_29,2023-07-29,18.932749,72.844301,UNKNOWN,140.5,88.0,165.0,28.0,34.66,2.5,0.39,0.0,0.16,7973.5,7973.5,13025.0,0.0521,1
CELL_0642,EV_2023_07_29,2023-07-29,18.937265,72.844243,UNKNOWN,140.5,88.0,165.0,28.0,34.26,2.5,0.39,0.0,0.16,7655.0,7655.0,13025.0,0.0521,1
CELL_0643,EV_2023_07_29,2023-07-29,18.941781,72.844185,A,140.5,88.0,165.0,28.0,26.06,0.8,0.428,0.0,0.049,7356.7,7356.7,14300.0,0.0572,1
CELL_0644,EV_2023_07_29,2023-07-29,18.946296,72.844127,A,140.5,88.0,165.0,28.0,25.66,0.8,0.428,0.0,0.049,7081.2,7081.2,14300.0,0.0572,1
CELL_0645,EV_2023_07_29,2023-07-29,18.950812,72.844069,B,140.5,88.0,165.0,28.0,24.85,0.7,0.447,0.0,0.038,6831.2,6831.2,14925.0,0.0597,1
CELL_0646,EV_2023_07_29,2023-07-29,18.955328,72.844011,B,140.5,88.0,165.0,28.0,24.45,0.7,0.447,0.0,0.038,6609.7,6609.7,14925.0,0.0597,1
CELL_0647,EV_2023_07_29,2023-07-29,18.959843,72.843952,B,140.5,88.0,165.0,28.0,24.05,0.7,0.447,0.0,0.038,6419.6,6419.6,14925.0,0.0597,1
CELL_0648,EV_2023_07_29,2023-07-29,18.964359,72.843894,E,140.5,88.0,165.0,28.0,24.75,0.9,0.437,0.0,0.054,6263.6,6263.6,14600.0,0.0584,1
CELL_0649,EV_2023_07_29,2023-07-29,18.968874,72.843836,E,140.5,88.0,165.0,28.0,24.35,0.9,0.437,0.0,0.054,6144.6,6144.6,14600.0,0.0584,1
CELL_0650,EV_2023_07_29,2023-07-29,18.97339,72.843778,E,140.5,88.0,165.0,28.0,23.96,0.9,0.437,0.0,0.054,6064.5,6064.5,14600.0,0.0584,1
CELL_0651,EV_2023_07_29,2023-07-29,18.977906,72.84372,E,140.5,88.0,165.0,28.0,23.56,0.9,0.437,0.0,0.054,6025.0,6025.0,14600.0,0.0584,1
CELL_0652,EV_2023_07_29,2023-07-29,18.982421,72.843662,E,140.5,88.0,165.0,28.0,23.17,0.9,0.437,0.0,0.054,5997.5,5997.5,14600.0,0.0584,1
CELL_0653,EV_2023_07_29,2023-07-29,18.986937,72.843604,F/S,140.5,88.0,165.0,28.0,21.26,0.8,0.397,0.0,0.067,5522.0,5522.0,13250.0,0.053,1
CELL_0654,EV_2023_07_29,2023-07-29,18.991453,72.843546,F/S,140.5,88.0,165.0,28.0,20.84,0.8,0.397,0.0,0.067,5051.3,5051.3,13250.0,0.053,1
CELL_0655,EV_2023_07_29,2023-07-29,18.995968,72.843488,F/S,140.5,88.0,165.0,28.0,20.43,0.8,0.397,0.0,0.067,4586.7,4586.7,13250.0,0.053,1
CELL_0656,EV_2023_07_29,2023-07-29,19.000484,72.843429,F/S,140.5,88.0,165.0,28.0,20.01,0.8,0.397,0.0,0.067,4130.4,4130.4,13250.0,0.053,1
CELL_0657,EV_2023_07_29,2023-07-29,19.005,72.843371,F/S,140.5,88.0,165.0,28.0,19.58,0.79,0.397,0.0,0.067,3685.5,3685.5,13250.0,0.053,1
CELL_0658,EV_2023_07_29,2023-07-29,19.009515,72.843313,F/S,140.5,88.0,165.0,28.0,19.15,0.79,0.397,0.0,0.067,3256.6,3256.6,13250.0,0.053,1
CELL_0659,EV_2023_07_29,2023-07-29,19.014031,72.843255,F/S,140.5,88.0,165.0,28.0,18.71,0.78,0.397,0.0,0.067,2840.4,2840.4,13250.0,0.053,1
CELL_0660,EV_2023_07_29,2023-07-29,19.018546,72.843196,G/N,140.5,88.0,165.0,28.0,21.95,1.43,0.367,0.0,0.114,2424.4,2424.4,12250.0,0.049,0
CELL_0661,EV_2023_07_29,2023-07-29,19.023062,72.843138,G/N,140.5,88.0,165.0,28.0,21.46,1.38,0.367,0.0,0.114,2008.3,2008.3,12250.0,0.049,0
CELL_0662,EV_2023_07_29,2023-07-29,19.027578,72.84308,G/N,140.5,88.0,165.0,28.0,20.93,1.3,0.367,0.0,0.114,1592.3,1592.3,12250.0,0.049,0
CELL_0663,EV_2023_07_29,2023-07-29,19.032093,72.843021,G/N,140.5,88.0,165.0,28.0,20.31,1.16,0.367,0.001,0.114,1176.3,1176.3,12250.0,0.049,0
CELL_0664,EV_2023_07_29,2023-07-29,19.036609,72.842963,G/N,140.5,88.0,165.0,28.0,19.47,0.92,0.367,0.006,0.114,760.3,760.3,14575.0,0.0583,1
CELL_0665,EV_2023_07_29,2023-07-29,19.041124,72.842905,G/N,140.5,88.0,165.0,28.0,17.77,0.52,0.367,0.045,0.114,344.2,344.2,38900.0,0.1556,1
CELL_0666,EV_2023_07_29,2023-07-29,19.04564,72.842846,G/N,140.5,88.0,165.0,28.0,12.96,0.4,0.673,0.178,0.114,68.3,68.3,65225.0,0.2609,1
CELL_0667,EV_2023_07_29,2023-07-29,19.050156,72.842788,G/N,140.5,88.0,165.0,28.0,17.5,0.64,0.367,0.027,0.114,446.2,446.2,32925.0,0.1317,1
CELL_0668,EV_2023_07_29,2023-07-29,19.054671,72.84273,H/E,140.5,88.0,165.0,28.0,19.31,1.16,0.395,0.004,0.09,824.0,824.0,13200.0,0.0528,1
CELL_0669,EV_2023_07_29,2023-07-29,19.059187,72.842671,H/E,140.5,88.0,165.0,28.0,19.31,1.4,0.395,0.001,0.09,1201.9,1201.9,13200.0,0.0528,1
CELL_0670,EV_2023_07_29,2023-07-29,19.063702,72.842613,H/E,140.5,88.0,165.0,28.0,19.13,1.55,0.395,0.0,0.09,1579.7,1579.7,13200.0,0.0528,1
CELL_0671,EV_2023_07_29,2023-07-29,19.068218,72.842554,H/E,140.5,88.0,165.0,28.0,18.88,1.64,0.395,0.0,0.09,1957.5,1957.5,13200.0,0.0528,1
CELL_0672,EV_2023_07_29,2023-07-29,19.072734,72.842496,H/E,140.5,88.0,165.0,28.0,18.58,1.7,0.395,0.0,0.09,2306.6,2306.6,13200.0,0.0528,1
CELL_0673,EV_2023_07_29,2023-07-29,19.077249,72.842437,H/E,140.5,88.0,165.0,28.0,18.26,1.73,0.395,0.0,0.09,2630.4,2630.4,13200.0,0.0528,1
CELL_0674,EV_2023_07_29,2023-07-29,19.081765,72.842379,H/E,140.5,88.0,165.0,28.0,17.93,1.76,0.395,0.0,0.09,2954.3,2954.3,13200.0,0.0528,1
CELL_0675,EV_2023_07_29,2023-07-29,19.08628,72.84232,H/E,140.5,88.0,165.0,28.0,17.59,1.77,0.395,0.0,0.09,3278.1,3278.1,13200.0,0.0528,1
CELL_0676,EV_2023_07_29,2023-07-29,19.090796,72.842262,K/W,140.5,88.0,165.0,28.0,18.54,1.98,0.387,0.0,0.118,3601.9,3601.9,12925.0,0.0517,1
CELL_0677,EV_2023_07_29,2023-07-29,19.095312,72.842203,K/W,140.5,88.0,165.0,28.0,18.19,1.98,0.387,0.0,0.118,3858.7,3858.7,12925.0,0.0517,1
CELL_0678,EV_2023_07_29,2023-07-29,19.099827,72.842145,K/W,140.5,88.0,165.0,28.0,17.83,1.99,0.387,0.0,0.118,4022.2,4022.2,12925.0,0.0517,1
CELL_0679,EV_2023_07_29,2023-07-29,19.104343,72.842086,K/W,140.5,88.0,165.0,28.0,17.42,1.98,0.387,0.0,0.118,3545.8,3545.8,12925.0,0.0517,1
CELL_0680,EV_2023_07_29,2023-07-29,19.108858,72.842028,K/W,140.5,88.0,165.0,28.0,17.01,1.96,0.387,0.0,0.118,3069.3,3069.3,12925.0,0.0517,1
CELL_0681,EV_2023_07_29,2023-07-29,19.113374,72.841969,K/W,140.5,88.0,165.0,28.0,16.58,1.92,0.387,0.0,0.118,2592.9,2592.9,12925.0,0.0517,1
CELL_0682,EV_2023_07_29,2023-07-29,19.117889,72.84191,K/W,140.5,88.0,165.0,28.0,16.13,1.86,0.387,0.0,0.118,2116.4,2116.4,12925.0,0.0517,1
CELL_0683,EV_2023_07_29,2023-07-29,19.122405,72.841852,K/W,140.5,88.0,165.0,28.0,15.63,1.74,0.387,0.0,0.118,1639.9,1639.9,12925.0,0.0517,1
CELL_0684,EV_2023_07_29,2023-07-29,19.12692,72.841793,K/W,140.5,88.0,165.0,28.0,15.02,1.53,0.387,0.001,0.118,1163.5,1163.5,12925.0,0.0517,1
CELL_0685,EV_2023_07_29,2023-07-29,19.131436,72.841735,K/W,140.5,88.0,165.0,28.0,14.11,1.15,0.71,0.008,0.118,687.0,687.0,30325.0,0.1213,1
CELL_0686,EV_2023_07_29,2023-07-29,19.135952,72.841676,K/W,140.5,88.0,165.0,28.0,11.43,0.46,0.71,0.087,0.118,210.5,210.5,60700.0,0.2428,1
CELL_0687,EV_2023_07_29,2023-07-29,19.140467,72.841617,K/W,140.5,88.0,165.0,28.0,11.65,0.56,0.71,0.068,0.118,260.7,260.7,56775.0,0.2271,1
CELL_0688,EV_2023_07_29,2023-07-29,19.144983,72.841558,K/W,140.5,88.0,165.0,28.0,13.21,1.19,0.71,0.007,0.118,724.9,724.9,28100.0,0.1124,1
CELL_0689,EV_2023_07_29,2023-07-29,19.149498,72.8415,K/W,140.5,88.0,165.0,28.0,13.44,1.55,0.71,0.001,0.118,1189.1,1189.1,23700.0,0.0948,1
CELL_0690,EV_2023_07_29,2023-07-29,19.154014,72.841441,P/S,140.5,88.0,165.0,28.0,16.8,2.53,0.356,0.0,0.166,1653.4,1653.4,11900.0,0.0476,0
CELL_0691,EV_2023_07_29,2023-07-29,19.158529,72.841382,P/S,140.5,88.0,165.0,28.0,16.68,2.69,0.356,0.0,0.166,2117.6,2117.6,11900.0,0.0476,0
CELL_0692,EV_2023_07_29,2023-07-29,19.163045,72.841323,P/S,140.5,88.0,165.0,28.0,16.54,2.78,0.356,0.0,0.31,2581.9,2581.9,11900.0,0.0476,0
CELL_0693,EV_2023_07_29,2023-07-29,19.16756,72.841265,P/S,140.5,88.0,165.0,28.0,16.4,2.84,0.356,0.0,0.31,3046.1,3046.1,11900.0,0.0476,0
CELL_0694,EV_2023_07_29,2023-07-29,19.172076,72.841206,P/S,140.5,88.0,165.0,28.0,16.21,2.83,0.356,0.0,0.31,3004.9,3004.9,11900.0,0.0476,0
CELL_0695,EV_2023_07_29,2023-07-29,19.176591,72.841147,P/S,140.5,88.0,165.0,28.0,16.01,2.78,0.356,0.0,0.31,2519.8,2519.8,11900.0,0.0476,0
CELL_0696,EV_2023_07_29,2023-07-29,19.181107,72.841088,P/N,140.5,88.0,165.0,28.0,16.91,2.86,0.352,0.0,0.336,2034.7,2034.7,11750.0,0.047,0
CELL_0697,EV_2023_07_29,2023-07-29,19.185623,72.841029,P/N,140.5,88.0,165.0,28.0,16.69,2.65,0.352,0.0,0.336,1549.7,1549.7,11750.0,0.047,0
CELL_0698,EV_2023_07_29,2023-07-29,19.190138,72.84097,P/N,140.5,88.0,165.0,28.0,16.39,2.28,0.352,0.001,0.336,1064.6,1064.6,11750.0,0.047,0
CELL_0699,EV_2023_07_29,2023-07-29,19.194654,72.840911,P/N,140.5,88.0,165.0,28.0,15.71,1.6,0.352,0.014,0.336,579.5,579.5,24650.0,0.0986,1
CELL_0700,EV_2023_07_29,2023-07-29,19.199169,72.840852,P/N,140.5,88.0,165.0,28.0,11.4,0.4,0.646,0.156,0.336,94.5,94.5,65475.0,0.2619,1
CELL_0701,EV_2023_07_29,2023-07-29,19.203685,72.840794,R/S,140.5,88.0,165.0,28.0,16.77,1.31,0.337,0.035,0.377,390.6,390.6,35175.0,0.1407,1
CELL_0702,EV_2023_07_29,2023-07-29,19.2082,72.840735,R/S,140.5,88.0,165.0,28.0,18.16,2.26,0.337,0.003,0.377,875.7,875.7,11250.0,0.045,0
CELL_0703,EV_2023_07_29,2023-07-29,19.212716,72.840676,R/S,140.5,88.0,165.0,28.0,18.79,2.78,0.337,0.0,0.377,1360.8,1360.8,11250.0,0.045,0
CELL_0704,EV_2023_07_29,2023-07-29,19.217231,72.840617,R/C,140.5,88.0,165.0,28.0,22.13,3.78,0.314,0.0,0.254,1845.8,1845.8,10475.0,0.0419,0
CELL_0705,EV_2023_07_29,2023-07-29,19.221747,72.840558,R/C,140.5,88.0,165.0,28.0,22.52,3.97,0.314,0.0,0.254,2331.4,2331.4,10475.0,0.0419,0
CELL_0706,EV_2023_07_29,2023-07-29,19.226262,72.840499,R/C,140.5,88.0,165.0,28.0,22.81,3.99,0.314,0.0,0.254,2389.2,2389.2,10475.0,0.0419,0
CELL_0707,EV_2023_07_29,2023-07-29,19.230778,72.84044,R/C,140.5,88.0,165.0,28.0,22.99,3.81,0.314,0.0,0.254,1901.6,1901.6,10475.0,0.0419,0
CELL_0708,EV_2023_07_29,2023-07-29,19.235293,72.84038,R/C,140.5,88.0,165.0,28.0,23.11,3.48,0.314,0.0,0.254,1414.0,1414.0,10475.0,0.0419,0
CELL_0709,EV_2023_07_29,2023-07-29,19.239809,72.840321,R/C,140.5,88.0,165.0,28.0,23.06,2.88,0.314,0.002,0.254,926.5,926.5,10475.0,0.0419,0
CELL_0710,EV_2023_07_29,2023-07-29,19.244324,72.840262,R/C,140.5,88.0,165.0,28.0,22.33,1.77,0.314,0.028,0.254,438.9,438.9,31600.0,0.1264,1
CELL_0711,EV_2023_07_29,2023-07-29,19.24884,72.840203,R/N,140.5,88.0,165.0,28.0,15.13,0.4,0.325,0.196,0.227,48.7,48.7,54750.0,0.219,1
CELL_0712,EV_2023_07_29,2023-07-29,19.253355,72.840144,R/N,140.5,88.0,165.0,28.0,21.66,1.81,0.325,0.017,0.227,536.2,536.2,26275.0,0.1051,1
CELL_0713,EV_2023_07_29,2023-07-29,19.257871,72.840085,R/N,140.5,88.0,165.0,28.0,22.83,2.67,0.325,0.001,0.227,1023.8,1023.8,10850.0,0.0434,0
CELL_0714,EV_2023_07_29,2023-07-29,19.262386,72.840026,R/N,140.5,88.0,165.0,28.0,23.51,3.14,0.325,0.0,0.227,1511.4,1511.4,10850.0,0.0434,0
CELL_0715,EV_2023_07_29,2023-07-29,19.266902,72.839967,UNKNOWN,140.5,88.0,165.0,28.0,19.15,2.29,0.39,0.0,0.16,1998.9,1998.9,13025.0,0.0521,1
CELL_0716,EV_2023_07_29,2023-07-29,18.946351,72.848872,UNKNOWN,140.5,88.0,165.0,28.0,33.39,2.5,0.39,0.0,0.16,6661.3,6661.3,13025.0,0.0521,1
CELL_0717,EV_2023_07_29,2023-07-29,18.950867,72.848814,UNKNOWN,140.5,88.0,165.0,28.0,32.99,2.5,0.39,0.0,0.16,6394.9,6394.9,13025.0,0.0521,1
CELL_0718,EV_2023_07_29,2023-07-29,18.955383,72.848756,UNKNOWN,140.5,88.0,165.0,28.0,32.58,2.5,0.39,0.0,0.16,6157.7,6157.7,13025.0,0.0521,1
CELL_0719,EV_2023_07_29,2023-07-29,18.959898,72.848699,UNKNOWN,140.5,88.0,165.0,28.0,32.18,2.5,0.39,0.0,0.16,5953.2,5953.2,13025.0,0.0521,1
CELL_0720,EV_2023_07_29,2023-07-29,18.964414,72.848641,E,140.5,88.0,165.0,28.0,24.68,0.9,0.437,0.0,0.054,5784.7,5784.7,14600.0,0.0584,1
CELL_0721,EV_2023_07_29,2023-07-29,18.96893,72.848583,E,140.5,88.0,165.0,28.0,24.28,0.9,0.437,0.0,0.054,5655.5,5655.5,14600.0,0.0584,1
CELL_0722,EV_2023_07_29,2023-07-29,18.973445,72.848525,E,140.5,88.0,165.0,28.0,23.88,0.9,0.437,0.0,0.054,5568.4,5568.4,14600.0,0.0584,1
CELL_0723,EV_2023_07_29,2023-07-29,18.977961,72.848467,E,140.5,88.0,165.0,28.0,23.48,0.9,0.437,0.0,0.054,5525.4,5525.4,14600.0,0.0584,1
CELL_0724,EV_2023_07_29,2023-07-29,18.982477,72.848409,F/S,140.5,88.0,165.0,28.0,21.59,0.8,0.397,0.0,0.067,5527.4,5527.4,13250.0,0.053,1
CELL_0725,EV_2023_07_29,2023-07-29,18.986992,72.848351,F/S,140.5,88.0,165.0,28.0,21.19,0.8,0.397,0.0,0.067,5574.5,5574.5,13250.0,0.053,1
CELL_0726,EV_2023_07_29,2023-07-29,18.991508,72.848293,F/S,140.5,88.0,165.0,28.0,20.78,0.8,0.397,0.0,0.067,5248.3,5248.3,13250.0,0.053,1
CELL_0727,EV_2023_07_29,2023-07-29,18.996024,72.848235,F/S,140.5,88.0,165.0,28.0,20.37,0.8,0.397,0.0,0.067,4802.8,4802.8,13250.0,0.053,1
CELL_0728,EV_2023_07_29,2023-07-29,19.000539,72.848177,F/S,140.5,88.0,165.0,28.0,19.95,0.8,0.397,0.0,0.067,4369.2,4369.2,13250.0,0.053,1
CELL_0729,EV_2023_07_29,2023-07-29,19.005055,72.848118,F/S,140.5,88.0,165.0,28.0,19.53,0.79,0.397,0.0,0.067,3949.8,3949.8,13250.0,0.053,1
CELL_0730,EV_2023_07_29,2023-07-29,19.00957,72.84806,F/S,140.5,88.0,165.0,28.0,19.1,0.79,0.397,0.0,0.067,3533.8,3533.8,13250.0,0.053,1
CELL_0731,EV_2023_07_29,2023-07-29,19.014086,72.848002,F/N,140.5,88.0,165.0,28.0,21.46,1.27,0.38,0.0,0.097,3117.7,3117.7,12700.0,0.0508,1
CELL_0732,EV_2023_07_29,2023-07-29,19.018602,72.847944,F/N,140.5,88.0,165.0,28.0,21.02,1.26,0.38,0.0,0.097,2701.7,2701.7,12700.0,0.0508,1
CELL_0733,EV_2023_07_29,2023-07-29,19.023117,72.847886,F/N,140.5,88.0,165.0,28.0,20.55,1.23,0.38,0.0,0.097,2285.7,2285.7,12700.0,0.0508,1
CELL_0734,EV_2023_07_29,2023-07-29,19.027633,72.847828,G/N,140.5,88.0,165.0,28.0,20.95,1.36,0.367,0.0,0.114,1869.7,1869.7,12250.0,0.049,0
CELL_0735,EV_2023_07_29,2023-07-29,19.032149,72.84777,G/N,140.5,88.0,165.0,28.0,20.39,1.26,0.367,0.0,0.114,1453.6,1453.6,12250.0,0.049,0
CELL_0736,EV_2023_07_29,2023-07-29,19.036664,72.847711,G/N,140.5,88.0,165.0,28.0,19.72,1.09,0.367,0.001,0.114,1037.6,1037.6,12250.0,0.049,0
CELL_0737,EV_2023_07_29,2023-07-29,19.04118,72.847653,G/N,140.5,88.0,165.0,28.0,18.76,0.82,0.367,0.01,0.114,637.0,637.0,21775.0,0.0871,1
CELL_0738,EV_2023_07_29,2023-07-29,19.045695,72.847595,G/N,140.5,88.0,165.0,28.0,16.65,0.41,0.367,0.068,0.114,259.1,259.1,43875.0,0.1755,1
CELL_0739,EV_2023_07_29,2023-07-29,19.050211,72.847537,G/N,140.5,88.0,165.0,28.0,14.12,0.4,0.673,0.138,0.114,118.7,118.7,62300.0,0.2492,1
CELL_0740,EV_2023_07_29,2023-07-29,19.054727,72.847478,H/E,140.5,88.0,165.0,28.0,18.5,0.83,0.395,0.021,0.09,496.5,496.5,30925.0,0.1237,1
CELL_0741,EV_2023_07_29,2023-07-29,19.059242,72.84742,H/E,140.5,88.0,165.0,28.0,18.89,1.2,0.395,0.003,0.09,874.4,874.4,13200.0,0.0528,1
CELL_0742,EV_2023_07_29,2023-07-29,19.063758,72.847362,H/E,140.5,88.0,165.0,28.0,18.85,1.42,0.395,0.0,0.09,1252.2,1252.2,13200.0,0.0528,1
CELL_0743,EV_2023_07_29,2023-07-29,19.068274,72.847304,H/E,140.5,88.0,165.0,28.0,18.65,1.56,0.395,0.0,0.09,1601.8,1601.8,13200.0,0.0528,1
CELL_0744,EV_2023_07_29,2023-07-29,19.072789,72.847245,H/E,140.5,88.0,165.0,28.0,18.37,1.64,0.395,0.0,0.09,1925.7,1925.7,13200.0,0.0528,1
CELL_0745,EV_2023_07_29,2023-07-29,19.077305,72.847187,H/E,140.5,88.0,165.0,28.0,18.07,1.69,0.395,0.0,0.09,2249.5,2249.5,13200.0,0.0528,1
CELL_0746,EV_2023_07_29,2023-07-29,19.08182,72.847129,H/E,140.5,88.0,165.0,28.0,17.75,1.73,0.395,0.0,0.09,2573.3,2573.3,13200.0,0.0528,1
CELL_0747,EV_2023_07_29,2023-07-29,19.086336,72.84707,H/E,140.5,88.0,165.0,28.0,17.41,1.75,0.395,0.0,0.09,2897.1,2897.1,13200.0,0.0528,1
CELL_0748,EV_2023_07_29,2023-07-29,19.090852,72.847012,K/E,140.5,88.0,165.0,28.0,19.97,2.36,0.373,0.0,0.134,3201.1,3201.1,12450.0,0.0498,0
CELL_0749,EV_2023_07_29,2023-07-29,19.095367,72.846953,K/E,140.5,88.0,165.0,28.0,19.61,2.37,0.373,0.0,0.134,3399.9,3399.9,12450.0,0.0498,0
CELL_0750,EV_2023_07_29,2023-07-29,19.099883,72.846895,K/E,140.5,88.0,165.0,28.0,19.25,2.37,0.373,0.0,0.134,3598.8,3598.8,12450.0,0.0498,0
CELL_0751,EV_2023_07_29,2023-07-29,19.104398,72.846836,K/E,140.5,88.0,165.0,28.0,18.89,2.38,0.373,0.0,0.134,3697.4,3697.4,12450.0,0.0498,0
CELL_0752,EV_2023_07_29,2023-07-29,19.108914,72.846778,K/E,140.5,88.0,165.0,28.0,18.47,2.36,0.373,0.0,0.134,3220.9,3220.9,12450.0,0.0498,0
CELL_0753,EV_2023_07_29,2023-07-29,19.113429,72.84672,K/E,140.5,88.0,165.0,28.0,18.04,2.32,0.373,0.0,0.134,2744.5,2744.5,12450.0,0.0498,0
CELL_0754,EV_2023_07_29,2023-07-29,19.117945,72.846661,K/E,140.5,88.0,165.0,28.0,17.59,2.26,0.373,0.0,0.134,2268.0,2268.0,12450.0,0.0498,0
CELL_0755,EV_2023_07_29,2023-07-29,19.122461,72.846603,K/W,140.5,88.0,165.0,28.0,15.5,1.79,0.387,0.0,0.118,1791.5,1791.5,12925.0,0.0517,1
CELL_0756,EV_2023_07_29,2023-07-29,19.126976,72.846544,K/W,140.5,88.0,165.0,28.0,14.93,1.61,0.71,0.0,0.118,1317.8,1317.8,23700.0,0.0948,1
CELL_0757,EV_2023_07_29,2023-07-29,19.131492,72.846485,K/W,140.5,88.0,165.0,28.0,14.16,1.31,0.71,0.004,0.118,853.5,853.5,23700.0,0.0948,1
CELL_0758,EV_2023_07_29,2023-07-29,19.136007,72.846427,K/W,140.5,88.0,165.0,28.0,12.63,0.77,0.71,0.036,0.118,389.3,389.3,47700.0,0.1908,1
CELL_0759,EV_2023_07_29,2023-07-29,19.140523,72.846368,K/W,140.5,88.0,165.0,28.0,7.88,0.4,0.71,0.172,0.118,75.0,75.0,84425.0,0.3377,1
CELL_0760,EV_2023_07_29,2023-07-29,19.145038,72.84631,K/W,140.5,88.0,165.0,28.0,12.54,0.98,0.71,0.017,0.118,539.2,539.2,38950.0,0.1558,1
CELL_0761,EV_2023_07_29,2023-07-29,19.149554,72.846251,P/S,140.5,88.0,165.0,28.0,16.41,2.07,0.356,0.002,0.166,1003.4,1003.4,11900.0,0.0476,0
CELL_0762,EV_2023_07_29,2023-07-29,19.15407,72.846193,P/S,140.5,88.0,165.0,28.0,16.44,2.44,0.356,0.0,0.166,1467.7,1467.7,11900.0,0.0476,0
